;userID;placeID;rating;food_rating;service_rating;Upayment_accepts;Rcuisine_Type
0;76;87;1;1;1;credictCard;South_American
1;76;87;1;1;1;cash;South_American
2;76;87;1;1;1;credictCard;South_American
6;76;1;1;1;1;credictCard;South_American
7;76;1;1;1;1;cash;South_American
8;76;1;1;1;1;credictCard;South_American
9;76;35;0;1;1;credictCard;South_American
10;76;35;0;1;1;cash;South_American
11;76;35;0;1;1;credictCard;South_American
12;67;45;0;0;1;cash;South_American
13;67;58;-1;-1;-1;cash;South_American
14;67;88;0;0;0;cash;South_American
15;67;5;-1;-1;-1;cash;South_American
16;67;46;0;0;0;cash;South_American
17;66;60;1;1;1;cash;South_American
18;66;64;0;0;0;cash;South_American
19;66;5;0;1;1;cash;South_American
20;66;46;0;-1;0;cash;South_American
21;66;45;-1;-1;-1;cash;South_American
22;66;74;0;-1;-1;cash;South_American
23;102;60;0;1;0;cash;South_American
24;102;60;0;1;0;credictCard;South_American
25;102;5;-1;-1;1;cash;South_American
26;102;5;-1;-1;1;credictCard;South_American
27;102;46;0;1;-1;cash;South_American
28;102;46;0;1;-1;credictCard;South_American
29;102;4;1;1;1;cash;South_American
30;102;4;1;1;1;credictCard;South_American
31;102;3;0;1;1;cash;South_American
32;102;3;0;1;1;credictCard;South_American
33;102;45;0;1;-1;cash;South_American
34;102;45;0;1;-1;credictCard;South_American
35;102;88;0;-1;1;cash;South_American
36;102;88;0;-1;1;credictCard;South_American
37;102;64;1;1;1;cash;South_American
38;102;64;1;1;1;credictCard;South_American
41;106;60;1;1;1;credictCard;South_American
42;106;60;1;1;1;cash;South_American
43;106;64;1;1;1;credictCard;South_American
44;106;64;1;1;1;cash;South_American
45;43;81;1;1;1;credictCard;South_American
46;43;81;1;1;1;credictCard;South_American
47;43;81;1;1;1;cash;South_American
48;43;81;1;1;1;credictCard;South_American
49;43;90;0;1;0;credictCard;South_American
50;43;90;0;1;0;credictCard;South_American
51;43;90;0;1;0;cash;South_American
52;43;90;0;1;0;credictCard;South_American
53;69;28;1;1;0;cash;South_American
54;69;7;0;0;0;cash;South_American
55;69;4;0;0;-1;cash;South_American
56;30;88;-1;-1;-1;cash;South_American
57;30;88;-1;-1;-1;credictCard;South_American
58;30;48;-1;-1;-1;cash;South_American
59;30;48;-1;-1;-1;credictCard;South_American
60;30;14;-1;-1;-1;cash;South_American
61;30;14;-1;-1;-1;credictCard;South_American
62;81;46;0;0;0;cash;South_American
63;22;66;-1;-1;-1;cash;South_American
64;22;55;-1;-1;-1;cash;South_American
65;81;4;-1;-1;-1;cash;South_American
66;81;78;-1;-1;-1;cash;South_American
67;81;28;-1;-1;-1;cash;South_American
68;81;7;-1;-1;-1;cash;South_American
69;81;88;-1;-1;-1;cash;South_American
70;81;74;-1;-1;-1;cash;South_American
84;59;55;1;1;1;cash;Fast_Food
85;59;55;1;1;1;cash;Coffee_Shop
86;59;55;1;1;1;cash;Fast_Food
87;59;55;1;1;1;cash;Breakfast
88;59;55;1;1;1;cash;North_American
89;59;55;1;1;1;cash;North_American
90;59;55;1;1;1;cash;Mediterranean
91;59;55;1;1;1;cash;South_American
92;59;55;1;1;1;cash;Fast_Food
93;59;55;1;1;1;cash;Coffee_Shop
94;59;55;1;1;1;cash;Soup
95;59;55;1;1;1;cash;Fast_Food
96;59;55;1;1;1;cash;Mediterranean
97;59;64;1;0;1;cash;Fast_Food
98;59;64;1;0;1;cash;Coffee_Shop
99;59;64;1;0;1;cash;Fast_Food
100;59;64;1;0;1;cash;Breakfast
101;59;64;1;0;1;cash;North_American
102;59;64;1;0;1;cash;North_American
103;59;64;1;0;1;cash;Mediterranean
104;59;64;1;0;1;cash;South_American
105;59;64;1;0;1;cash;Fast_Food
106;59;64;1;0;1;cash;Coffee_Shop
107;59;64;1;0;1;cash;Soup
108;59;64;1;0;1;cash;Fast_Food
109;59;64;1;0;1;cash;Mediterranean
110;59;58;0;1;0;cash;Fast_Food
111;59;58;0;1;0;cash;Coffee_Shop
112;59;58;0;1;0;cash;Fast_Food
113;59;58;0;1;0;cash;Breakfast
114;59;58;0;1;0;cash;North_American
115;59;58;0;1;0;cash;North_American
116;59;58;0;1;0;cash;Mediterranean
117;59;58;0;1;0;cash;South_American
118;59;58;0;1;0;cash;Fast_Food
119;59;58;0;1;0;cash;Coffee_Shop
120;59;58;0;1;0;cash;Soup
121;59;58;0;1;0;cash;Fast_Food
122;59;58;0;1;0;cash;Mediterranean
123;14;51;-1;-1;-1;cash;South_American
124;122;64;0;1;0;cash;South_American
125;122;28;0;1;0;cash;South_American
126;122;45;1;1;1;cash;South_American
127;122;60;0;1;-1;cash;South_American
128;122;3;0;1;0;cash;South_American
129;122;58;0;0;0;cash;South_American
130;122;4;0;1;0;cash;South_American
131;122;78;0;0;0;cash;South_American
132;20;58;1;1;0;cash;Fast_Food
133;20;58;1;1;0;cash;South_American
134;20;58;1;1;0;cash;Asian
135;20;58;1;1;0;cash;Fast_Food
136;25;89;1;1;1;cash;South_American
137;25;89;1;1;1;credictCard;South_American
138;20;14;1;1;1;cash;Fast_Food
139;20;14;1;1;1;cash;South_American
140;20;14;1;1;1;cash;Asian
141;20;14;1;1;1;cash;Fast_Food
142;20;66;1;1;0;cash;Fast_Food
143;20;66;1;1;0;cash;South_American
144;20;66;1;1;0;cash;Asian
145;20;66;1;1;0;cash;Fast_Food
150;82;34;1;1;1;cash;South_American
151;82;39;0;0;0;cash;South_American
152;82;29;1;1;0;cash;South_American
153;107;76;1;1;1;credictCard;Coffee_Shop
154;107;76;1;1;1;credictCard;Asian
155;107;76;1;1;1;credictCard;South_American
156;107;76;1;1;1;credictCard;Fast_Food
157;107;76;1;1;1;credictCard;South_American
158;107;76;1;1;1;credictCard;Fast_Food
159;107;76;1;1;1;credictCard;North_American
160;107;76;1;1;1;credictCard;Fast_Food
161;107;76;1;1;1;credictCard;Fast_Food
162;107;76;1;1;1;credictCard;Asian
163;107;76;1;1;1;credictCard;Fast_Food
164;107;76;1;1;1;credictCard;Asian
165;107;76;1;1;1;credictCard;Ice_Cream
166;107;76;1;1;1;credictCard;Coffee_Shop
167;107;76;1;1;1;credictCard;Asian
168;107;76;1;1;1;credictCard;Game
169;107;76;1;1;1;credictCard;Family
170;107;76;1;1;1;credictCard;Mediterranean
171;107;76;1;1;1;cash;Coffee_Shop
172;107;76;1;1;1;cash;Asian
173;107;76;1;1;1;cash;South_American
174;107;76;1;1;1;cash;Fast_Food
175;107;76;1;1;1;cash;South_American
176;107;76;1;1;1;cash;Fast_Food
177;107;76;1;1;1;cash;North_American
178;107;76;1;1;1;cash;Fast_Food
179;107;76;1;1;1;cash;Fast_Food
180;107;76;1;1;1;cash;Asian
181;107;76;1;1;1;cash;Fast_Food
182;107;76;1;1;1;cash;Asian
183;107;76;1;1;1;cash;Ice_Cream
184;107;76;1;1;1;cash;Coffee_Shop
185;107;76;1;1;1;cash;Asian
186;107;76;1;1;1;cash;Game
187;107;76;1;1;1;cash;Family
188;107;76;1;1;1;cash;Mediterranean
189;107;76;1;1;1;credictCard;Coffee_Shop
190;107;76;1;1;1;credictCard;Asian
191;107;76;1;1;1;credictCard;South_American
192;107;76;1;1;1;credictCard;Fast_Food
193;107;76;1;1;1;credictCard;South_American
194;107;76;1;1;1;credictCard;Fast_Food
195;107;76;1;1;1;credictCard;North_American
196;107;76;1;1;1;credictCard;Fast_Food
197;107;76;1;1;1;credictCard;Fast_Food
198;107;76;1;1;1;credictCard;Asian
199;107;76;1;1;1;credictCard;Fast_Food
200;107;76;1;1;1;credictCard;Asian
201;107;76;1;1;1;credictCard;Ice_Cream
202;107;76;1;1;1;credictCard;Coffee_Shop
203;107;76;1;1;1;credictCard;Asian
204;107;76;1;1;1;credictCard;Game
205;107;76;1;1;1;credictCard;Family
206;107;76;1;1;1;credictCard;Mediterranean
207;107;62;0;1;0;credictCard;Coffee_Shop
208;107;62;0;1;0;credictCard;Asian
209;107;62;0;1;0;credictCard;South_American
210;107;62;0;1;0;credictCard;Fast_Food
211;107;62;0;1;0;credictCard;South_American
212;107;62;0;1;0;credictCard;Fast_Food
213;107;62;0;1;0;credictCard;North_American
214;107;62;0;1;0;credictCard;Fast_Food
215;107;62;0;1;0;credictCard;Fast_Food
216;107;62;0;1;0;credictCard;Asian
217;107;62;0;1;0;credictCard;Fast_Food
218;107;62;0;1;0;credictCard;Asian
219;107;62;0;1;0;credictCard;Ice_Cream
220;107;62;0;1;0;credictCard;Coffee_Shop
221;107;62;0;1;0;credictCard;Asian
222;107;62;0;1;0;credictCard;Game
223;107;62;0;1;0;credictCard;Family
224;107;62;0;1;0;credictCard;Mediterranean
225;107;62;0;1;0;cash;Coffee_Shop
226;107;62;0;1;0;cash;Asian
227;107;62;0;1;0;cash;South_American
228;107;62;0;1;0;cash;Fast_Food
229;107;62;0;1;0;cash;South_American
230;107;62;0;1;0;cash;Fast_Food
231;107;62;0;1;0;cash;North_American
232;107;62;0;1;0;cash;Fast_Food
233;107;62;0;1;0;cash;Fast_Food
234;107;62;0;1;0;cash;Asian
235;107;62;0;1;0;cash;Fast_Food
236;107;62;0;1;0;cash;Asian
237;107;62;0;1;0;cash;Ice_Cream
238;107;62;0;1;0;cash;Coffee_Shop
239;107;62;0;1;0;cash;Asian
240;107;62;0;1;0;cash;Game
241;107;62;0;1;0;cash;Family
242;107;62;0;1;0;cash;Mediterranean
243;107;62;0;1;0;credictCard;Coffee_Shop
244;107;62;0;1;0;credictCard;Asian
245;107;62;0;1;0;credictCard;South_American
246;107;62;0;1;0;credictCard;Fast_Food
247;107;62;0;1;0;credictCard;South_American
248;107;62;0;1;0;credictCard;Fast_Food
249;107;62;0;1;0;credictCard;North_American
250;107;62;0;1;0;credictCard;Fast_Food
251;107;62;0;1;0;credictCard;Fast_Food
252;107;62;0;1;0;credictCard;Asian
253;107;62;0;1;0;credictCard;Fast_Food
254;107;62;0;1;0;credictCard;Asian
255;107;62;0;1;0;credictCard;Ice_Cream
256;107;62;0;1;0;credictCard;Coffee_Shop
257;107;62;0;1;0;credictCard;Asian
258;107;62;0;1;0;credictCard;Game
259;107;62;0;1;0;credictCard;Family
260;107;62;0;1;0;credictCard;Mediterranean
261;107;37;1;1;0;credictCard;Coffee_Shop
262;107;37;1;1;0;credictCard;Asian
263;107;37;1;1;0;credictCard;South_American
264;107;37;1;1;0;credictCard;Fast_Food
265;107;37;1;1;0;credictCard;South_American
266;107;37;1;1;0;credictCard;Fast_Food
267;107;37;1;1;0;credictCard;North_American
268;107;37;1;1;0;credictCard;Fast_Food
269;107;37;1;1;0;credictCard;Fast_Food
270;107;37;1;1;0;credictCard;Asian
271;107;37;1;1;0;credictCard;Fast_Food
272;107;37;1;1;0;credictCard;Asian
273;107;37;1;1;0;credictCard;Ice_Cream
274;107;37;1;1;0;credictCard;Coffee_Shop
275;107;37;1;1;0;credictCard;Asian
276;107;37;1;1;0;credictCard;Game
277;107;37;1;1;0;credictCard;Family
278;107;37;1;1;0;credictCard;Mediterranean
279;107;37;1;1;0;cash;Coffee_Shop
280;107;37;1;1;0;cash;Asian
281;107;37;1;1;0;cash;South_American
282;107;37;1;1;0;cash;Fast_Food
283;107;37;1;1;0;cash;South_American
284;107;37;1;1;0;cash;Fast_Food
285;107;37;1;1;0;cash;North_American
286;107;37;1;1;0;cash;Fast_Food
287;107;37;1;1;0;cash;Fast_Food
288;107;37;1;1;0;cash;Asian
289;107;37;1;1;0;cash;Fast_Food
290;107;37;1;1;0;cash;Asian
291;107;37;1;1;0;cash;Ice_Cream
292;107;37;1;1;0;cash;Coffee_Shop
293;107;37;1;1;0;cash;Asian
294;107;37;1;1;0;cash;Game
295;107;37;1;1;0;cash;Family
296;107;37;1;1;0;cash;Mediterranean
297;107;37;1;1;0;credictCard;Coffee_Shop
298;107;37;1;1;0;credictCard;Asian
299;107;37;1;1;0;credictCard;South_American
300;107;37;1;1;0;credictCard;Fast_Food
301;107;37;1;1;0;credictCard;South_American
302;107;37;1;1;0;credictCard;Fast_Food
303;107;37;1;1;0;credictCard;North_American
304;107;37;1;1;0;credictCard;Fast_Food
305;107;37;1;1;0;credictCard;Fast_Food
306;107;37;1;1;0;credictCard;Asian
307;107;37;1;1;0;credictCard;Fast_Food
308;107;37;1;1;0;credictCard;Asian
309;107;37;1;1;0;credictCard;Ice_Cream
310;107;37;1;1;0;credictCard;Coffee_Shop
311;107;37;1;1;0;credictCard;Asian
312;107;37;1;1;0;credictCard;Game
313;107;37;1;1;0;credictCard;Family
314;107;37;1;1;0;credictCard;Mediterranean
315;107;86;0;0;0;credictCard;Coffee_Shop
316;107;86;0;0;0;credictCard;Asian
317;107;86;0;0;0;credictCard;South_American
318;107;86;0;0;0;credictCard;Fast_Food
319;107;86;0;0;0;credictCard;South_American
320;107;86;0;0;0;credictCard;Fast_Food
321;107;86;0;0;0;credictCard;North_American
322;107;86;0;0;0;credictCard;Fast_Food
323;107;86;0;0;0;credictCard;Fast_Food
324;107;86;0;0;0;credictCard;Asian
325;107;86;0;0;0;credictCard;Fast_Food
326;107;86;0;0;0;credictCard;Asian
327;107;86;0;0;0;credictCard;Ice_Cream
328;107;86;0;0;0;credictCard;Coffee_Shop
329;107;86;0;0;0;credictCard;Asian
330;107;86;0;0;0;credictCard;Game
331;107;86;0;0;0;credictCard;Family
332;107;86;0;0;0;credictCard;Mediterranean
333;107;86;0;0;0;cash;Coffee_Shop
334;107;86;0;0;0;cash;Asian
335;107;86;0;0;0;cash;South_American
